mapping_index,station_index,station_id,smartds_load_index,smartds_load_name
15,22,B022,8,load_p1umv3
15,23,B023,24,load_p1ulv1912
15,24,B024,24,load_p1ulv1912
15,25,B025,10,load_p1ulv530
15,26,B026,10,load_p1ulv530
15,27,B027,9,load_p1umv5
15,28,B028,9,load_p1umv5
15,29,B029,20,load_p1umv10
15,30,B030,20,load_p1umv10
15,31,B031,20,load_p1umv10
15,32,B032,0,load_p1ulv2
15,33,B033,0,load_p1ulv2
15,34,B034,4,load_p1ulv157
15,35,B035,8,load_p1umv3
15,36,B036,12,load_p1umv9
15,37,B037,21,load_p1ulv1893
15,38,B038,21,load_p1ulv1893
15,39,B039,13,load_p1ulv646
15,40,B040,12,load_p1umv9
15,41,B041,3,load_p1ulv156
15,42,B042,0,load_p1ulv2
15,43,B043,0,load_p1ulv2
15,44,B044,4,load_p1ulv157
15,45,B045,8,load_p1umv3
15,46,B046,12,load_p1umv9
15,47,B047,21,load_p1ulv1893
15,48,B048,21,load_p1ulv1893
15,49,B049,13,load_p1ulv646
16,0,B000,3,load_p1ulv156
16,1,B001,11,load_p1ulv579
16,2,B002,8,load_p1umv3
16,3,B003,9,load_p1umv5
16,4,B004,10,load_p1ulv530
16,5,B005,21,load_p1ulv1893
16,6,B006,21,load_p1ulv1893
16,7,B007,4,load_p1ulv157
16,8,B008,4,load_p1ulv157
16,9,B009,24,load_p1ulv1912
16,10,B010,12,load_p1umv9
16,11,B011,14,load_p1ulv647
16,12,B012,14,load_p1ulv647
16,13,B013,14,load_p1ulv647
16,14,B014,14,load_p1ulv647
16,15,B015,14,load_p1ulv647
16,16,B016,14,load_p1ulv647
16,17,B017,14,load_p1ulv647
16,18,B018,14,load_p1ulv647
16,19,B019,3,load_p1ulv156
16,20,B020,19,load_p1ulv1845
16,21,B021,19,load_p1ulv1845
16,22,B022,3,load_p1ulv156
16,23,B023,13,load_p1ulv646
16,24,B024,13,load_p1ulv646
16,25,B025,0,load_p1ulv2
16,26,B026,0,load_p1ulv2
16,27,B027,12,load_p1umv9
16,28,B028,12,load_p1umv9
16,29,B029,21,load_p1ulv1893
16,30,B030,21,load_p1ulv1893
16,31,B031,3,load_p1ulv156
16,32,B032,15,load_p1ulv648
16,33,B033,15,load_p1ulv648
16,34,B034,20,load_p1umv10
16,35,B035,7,load_p1ulv493
16,36,B036,14,load_p1ulv647
16,37,B037,19,load_p1ulv1845
16,38,B038,19,load_p1ulv1845
16,39,B039,18,load_p1ulv1841
16,40,B040,19,load_p1ulv1845
16,41,B041,19,load_p1ulv1845
16,42,B042,15,load_p1ulv648
16,43,B043,15,load_p1ulv648
16,44,B044,20,load_p1umv10
16,45,B045,7,load_p1ulv493
16,46,B046,14,load_p1ulv647
16,47,B047,19,load_p1ulv1845
16,48,B048,19,load_p1ulv1845
16,49,B049,18,load_p1ulv1841
17,0,B000,18,load_p1ulv1841
17,1,B001,15,load_p1ulv648
17,2,B002,18,load_p1ulv1841
17,3,B003,20,load_p1umv10
17,4,B004,7,load_p1ulv493
17,5,B005,14,load_p1ulv647
17,6,B006,14,load_p1ulv647
17,7,B007,10,load_p1ulv530
17,8,B008,10,load_p1ulv530
17,9,B009,24,load_p1ulv1912
17,10,B010,0,load_p1ulv2
17,11,B011,20,load_p1umv10
17,12,B012,20,load_p1umv10
17,13,B013,20,load_p1umv10
17,14,B014,20,load_p1umv10
17,15,B015,20,load_p1umv10
17,16,B016,20,load_p1umv10
17,17,B017,20,load_p1umv10
17,18,B018,20,load_p1umv10
17,19,B019,4,load_p1ulv157
17,20,B020,8,load_p1umv3
17,21,B021,8,load_p1umv3
17,22,B022,11,load_p1ulv579
17,23,B023,19,load_p1ulv1845
17,24,B024,19,load_p1ulv1845
17,25,B025,11,load_p1ulv579
17,26,B026,11,load_p1ulv579
17,27,B027,3,load_p1ulv156
17,28,B028,3,load_p1ulv156
17,29,B029,13,load_p1ulv646
17,30,B030,13,load_p1ulv646
17,31,B031,4,load_p1ulv157
17,32,B032,12,load_p1umv9
17,33,B033,12,load_p1umv9
17,34,B034,8,load_p1umv3
17,35,B035,13,load_p1ulv646
17,36,B036,21,load_p1ulv1893
17,37,B037,3,load_p1ulv156
17,38,B038,3,load_p1ulv156
17,39,B039,9,load_p1umv5
17,40,B040,8,load_p1umv3
17,41,B041,3,load_p1ulv156
17,42,B042,12,load_p1umv9
17,43,B043,12,load_p1umv9
17,44,B044,8,load_p1umv3
17,45,B045,13,load_p1ulv646
17,46,B046,21,load_p1ulv1893
17,47,B047,3,load_p1ulv156
17,48,B048,3,load_p1ulv156
17,49,B049,9,load_p1umv5
18,0,B000,4,load_p1ulv157
18,1,B001,3,load_p1ulv156
18,2,B002,12,load_p1umv9
18,3,B003,19,load_p1ulv1845
18,4,B004,24,load_p1ulv1912
18,5,B005,8,load_p1umv3
18,6,B006,8,load_p1umv3
18,7,B007,21,load_p1ulv1893
18,8,B008,21,load_p1ulv1893
18,9,B009,11,load_p1ulv579
18,10,B010,9,load_p1umv5
18,11,B011,3,load_p1ulv156
18,12,B012,3,load_p1ulv156
18,13,B013,3,load_p1ulv156
18,14,B014,3,load_p1ulv156
18,15,B015,3,load_p1ulv156
18,16,B016,3,load_p1ulv156
18,17,B017,3,load_p1ulv156
18,18,B018,3,load_p1ulv156
18,19,B019,14,load_p1ulv647
18,20,B020,8,load_p1umv3
18,21,B021,8,load_p1umv3
18,22,B022,12,load_p1umv9
18,23,B023,0,load_p1ulv2
18,24,B024,0,load_p1ulv2
18,25,B025,20,load_p1umv10
18,26,B026,20,load_p1umv10
18,27,B027,3,load_p1ulv156
18,28,B028,3,load_p1ulv156
18,29,B029,20,load_p1umv10
18,30,B030,20,load_p1umv10
18,31,B031,14,load_p1ulv647
18,32,B032,13,load_p1ulv646
18,33,B033,13,load_p1ulv646
18,34,B034,18,load_p1ulv1841
18,35,B035,15,load_p1ulv648
18,36,B036,4,load_p1ulv157
18,37,B037,7,load_p1ulv493
18,38,B038,7,load_p1ulv493
18,39,B039,10,load_p1ulv530
18,40,B040,8,load_p1umv3
18,41,B041,10,load_p1ulv530
18,42,B042,13,load_p1ulv646
18,43,B043,13,load_p1ulv646
18,44,B044,18,load_p1ulv1841
18,45,B045,15,load_p1ulv648
18,46,B046,4,load_p1ulv157
18,47,B047,7,load_p1ulv493
18,48,B048,7,load_p1ulv493
18,49,B049,10,load_p1ulv530
19,0,B000,0,load_p1ulv2
19,1,B001,12,load_p1umv9
19,2,B002,4,load_p1ulv157
19,3,B003,18,load_p1ulv1841
19,4,B004,21,load_p1ulv1893
19,5,B005,13,load_p1ulv646
19,6,B006,13,load_p1ulv646
19,7,B007,19,load_p1ulv1845
19,8,B008,19,load_p1ulv1845
19,9,B009,14,load_p1ulv647
19,10,B010,3,load_p1ulv156
19,11,B011,0,load_p1ulv2
19,12,B012,0,load_p1ulv2
19,13,B013,0,load_p1ulv2
19,14,B014,0,load_p1ulv2
19,15,B015,0,load_p1ulv2
19,16,B016,0,load_p1ulv2
19,17,B017,0,load_p1ulv2
19,18,B018,0,load_p1ulv2
19,19,B019,15,load_p1ulv648
19,20,B020,9,load_p1umv5
19,21,B021,9,load_p1umv5
19,22,B022,20,load_p1umv10
19,23,B023,9,load_p1umv5
19,24,B024,9,load_p1umv5
19,25,B025,0,load_p1ulv2
19,26,B026,0,load_p1ulv2
19,27,B027,13,load_p1ulv646
19,28,B028,13,load_p1ulv646
19,29,B029,11,load_p1ulv579
19,30,B030,11,load_p1ulv579
19,31,B031,15,load_p1ulv648
19,32,B032,7,load_p1ulv493
19,33,B033,7,load_p1ulv493
19,34,B034,8,load_p1umv3
19,35,B035,11,load_p1ulv579
19,36,B036,10,load_p1ulv530
19,37,B037,20,load_p1umv10
19,38,B038,20,load_p1umv10
19,39,B039,24,load_p1ulv1912
19,40,B040,9,load_p1umv5
19,41,B041,18,load_p1ulv1841
19,42,B042,7,load_p1ulv493
19,43,B043,7,load_p1ulv493
19,44,B044,8,load_p1umv3
19,45,B045,11,load_p1ulv579
19,46,B046,10,load_p1ulv530
19,47,B047,20,load_p1umv10
19,48,B048,20,load_p1umv10
19,49,B049,24,load_p1ulv1912
